--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
C:\Users\Lenovo\AppData\Local\Temp\tmphetwvdxx_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpk44x7fv3_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpm_q5v9ns_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpttyu_ah0_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpy3uup545_cropped.png	college                  	0.8896
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0lkjaomu_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmp7m1qco56_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp8frijy1m_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpa5zygayh_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpc6r3m3lx_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpktwpubnd_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpm_0vcx6n_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmpokgteq_8_cropped.png	engineering              	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp5xyn2ifc_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmp9v1mnt6e_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmp71gi86p4_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmpjh2r4301_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpjv5xct9s_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpl94x5qis_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmps7434_mk_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpv795pavg_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpw1k41s0g_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmpzb8gwgj4_cropped.png	the                      	0.9924
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1znsht4m_cropped.png	18811904                 	0.8344
C:\Users\Lenovo\AppData\Local\Temp\tmpk9mgzwt0_cropped.png	sherlock                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpo9l_n5tw_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpseqfesif_cropped.png	holmes                   	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmptuet4e0h_cropped.png	221b                     	0.9821
C:\Users\Lenovo\AppData\Local\Temp\tmpvgn511b8_cropped.png	detective                	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2ynegwyr_cropped.png	gama                     	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp8itadrwi_cropped.png	753tf                    	0.9545
C:\Users\Lenovo\AppData\Local\Temp\tmp29eus8sm_cropped.png	sorganisation            	0.3533
C:\Users\Lenovo\AppData\Local\Temp\tmpa3zfnuj4_cropped.png	border                   	0.9948
C:\Users\Lenovo\AppData\Local\Temp\tmpcxkympqc_cropped.png	onthelandoflama          	0.6436
C:\Users\Lenovo\AppData\Local\Temp\tmpe5v8yt7d_cropped.png	don                      	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmph77w6qgf_cropped.png	tbecome                  	0.9405
C:\Users\Lenovo\AppData\Local\Temp\tmpm622xxnn_cropped.png	51rcc                    	0.7868
C:\Users\Lenovo\AppData\Local\Temp\tmposdcx0as_cropped.png	road                     	0.9921
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3l0l6n_o_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp3vxilxt__cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp4yetluk8_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp9krc4f5j_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpa4y_wmf8_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmph2l5rqjj_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmphfm78_pm_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpiyozv4yr_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmptg6_3mqm_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpti9auz_o_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpun57qczm_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpvchd7ibe_cropped.png	neo                      	0.9269
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp8bznyug5_cropped.png	chase                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp10jft3s6_cropped.png	good                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmph8z8h_k7_cropped.png	jpmorgan                 	0.9954
C:\Users\Lenovo\AppData\Local\Temp\tmphfy8hmfe_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmppyzzkijq_cropped.png	code                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmps861r79q_cropped.png	co                       	0.5462
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpaw1bo2dv_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpawkxt4qq_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpb93cly4v_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpbugr1wz9_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpd9ibtevd_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmphuyfhc4k_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpig9qosl3_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpiiyh891s_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpljh6kxue_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmplqphga4j_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpsqji63py_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpta9n6x5y_cropped.png	neo                      	0.9269
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpfgzhedzh_cropped.png	explore                  	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpn34c6__y_cropped.png	pec                      	0.9951
C:\Users\Lenovo\AppData\Local\Temp\tmpnf_j_37a_cropped.png	innovate                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpwke740rj_cropped.png	excel                    	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp7u9hzq3d_cropped.png	skincare                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp9p_uy3tt_cropped.png	x                        	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmp27qf8gs1_cropped.png	sure                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp42ldhf9k_cropped.png	a                        	0.4086
C:\Users\Lenovo\AppData\Local\Temp\tmp208jsmyv_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmp1922c6ll_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpadxa8j72_cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpaxbol3uh_cropped.png	packs                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpdkjawwno_cropped.png	moisturizers             	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpfgkqszon_cropped.png	trusted                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpo4sat16d_cropped.png	dettol                   	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmppd6wkfp5_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmps71n0kcc_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpzcp39bjn_cropped.png	125gm                    	0.9688
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp9ax1nebf_cropped.png	h35                      	0.4752
C:\Users\Lenovo\AppData\Local\Temp\tmpbzh_gaim_cropped.png	singhals                 	0.9947
C:\Users\Lenovo\AppData\Local\Temp\tmpcbqxpeto_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpgps07l0o_cropped.png	villa                    	0.9964
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0h6ph9v9_cropped.png	anitha                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp5jrh8lzq_cropped.png	sathyam                  	0.9988
C:\Users\Lenovo\AppData\Local\Temp\tmpnizdh3l4_cropped.png	dr                       	0.9907
C:\Users\Lenovo\AppData\Local\Temp\tmpooqupmvp_cropped.png	surgeon                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmppj3qgz9t_cropped.png	popular                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpry_59o4v_cropped.png	and                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpzzui2cas_cropped.png	bala                     	0.7847
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1vdbvuuf_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmp8uhab5xd_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpbajz1x6d_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpdrmouacl_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmpjrlbhvdh_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpklz6bwcg_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpp5fj30dy_cropped.png	college                  	0.8896
C:\Users\Lenovo\AppData\Local\Temp\tmpxow4x8wf_cropped.png	engineering              	0.9994
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp14v5dvbg_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmp23_o8532_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp1150a5p0_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpepg6rze0_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpg9ubsj48_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpkecorubu_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpqhuhzgyi_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpws_6w02e_cropped.png	chandigarh               	0.9985
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2rwl7fxu_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmp26ab4jhe_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmp33xyugkr_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp_oz9q5ry_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmpdjfvz7ce_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpha8hmfur_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmpriywzf0__cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmpsex7iccn_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpss2ot_t4_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpw6p2tkox_cropped.png	human                    	0.9980
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2nagfrta_cropped.png	holmes                   	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp742zxr37_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpewzwlxsm_cropped.png	221b                     	0.9821
C:\Users\Lenovo\AppData\Local\Temp\tmpntzewdmf_cropped.png	sherlock                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpvcwd1mxi_cropped.png	detective                	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpwkqwair4_cropped.png	18811904                 	0.8344
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3l9y0ikx_cropped.png	onthelandoflama          	0.6436
C:\Users\Lenovo\AppData\Local\Temp\tmp6mx15mze_cropped.png	road                     	0.9921
C:\Users\Lenovo\AppData\Local\Temp\tmp8rprsuc7_cropped.png	753tf                    	0.9545
C:\Users\Lenovo\AppData\Local\Temp\tmp59n9k29v_cropped.png	don                      	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpg62kdgst_cropped.png	tbecome                  	0.9405
C:\Users\Lenovo\AppData\Local\Temp\tmphreuxtdb_cropped.png	gama                     	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpq61stkm9_cropped.png	51rcc                    	0.7868
C:\Users\Lenovo\AppData\Local\Temp\tmpqx_qu269_cropped.png	sorganisation            	0.3534
C:\Users\Lenovo\AppData\Local\Temp\tmpxwu7s3sl_cropped.png	border                   	0.9948
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpd4mk91p6_cropped.png	chase                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpdmlwpz69_cropped.png	code                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpnicckvbd_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpobmf4e2v_cropped.png	jpmorgan                 	0.9954
C:\Users\Lenovo\AppData\Local\Temp\tmprndva_o6_cropped.png	co                       	0.5462
C:\Users\Lenovo\AppData\Local\Temp\tmpzah9cs41_cropped.png	good                     	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1_hyesjv_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp4d92y6vp_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmp6qx8jjhj_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmp38pcvyzm_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp46tztrtp_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp95rfe5or_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp96tg0e3e_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp726qj1m3_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpg2ctw86u_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpjjs1b_ga_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpodg42ctu_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpuwabab27_cropped.png	neo                      	0.9269
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp7jndxfos_cropped.png	pec                      	0.9951
C:\Users\Lenovo\AppData\Local\Temp\tmp49nzz9er_cropped.png	excel                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpplqnd24k_cropped.png	innovate                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpxwhsi__f_cropped.png	explore                  	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3l_g2oby_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp8fjth5rd_cropped.png	sure                     	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp8umnvq17_cropped.png	packs                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpa024y8qd_cropped.png	skincare                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpbkyhxc6s_cropped.png	125gm                    	0.9688
C:\Users\Lenovo\AppData\Local\Temp\tmpbpkxad1y_cropped.png	recommended              	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpepgarqhc_cropped.png	protection               	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmphed_yxou_cropped.png	10090                    	0.3719
C:\Users\Lenovo\AppData\Local\Temp\tmpl2uy5n7d_cropped.png	a                        	0.4086
C:\Users\Lenovo\AppData\Local\Temp\tmpo2o58kxb_cropped.png	with                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpvdkwvu7n_cropped.png	trusted                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpvn9rnvgp_cropped.png	x                        	0.9982
C:\Users\Lenovo\AppData\Local\Temp\tmpwkz3u_nz_cropped.png	moisturizers             	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpwtj2v0dd_cropped.png	dettol                   	0.9991
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp5rsjnmlf_cropped.png	villa                    	0.9964
C:\Users\Lenovo\AppData\Local\Temp\tmpfxobqrt4_cropped.png	h35                      	0.4752
C:\Users\Lenovo\AppData\Local\Temp\tmpga8upzgd_cropped.png	naxain                   	0.4366
C:\Users\Lenovo\AppData\Local\Temp\tmpwmy81d2i_cropped.png	singhals                 	0.9947
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2jmn_3ng_cropped.png	popular                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp3q77_vuw_cropped.png	surgeon                  	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpbkd9b6qz_cropped.png	anitha                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpe2835b1a_cropped.png	and                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpjswh3081_cropped.png	sathyam                  	0.9988
C:\Users\Lenovo\AppData\Local\Temp\tmps244mzrc_cropped.png	dr                       	0.9907
C:\Users\Lenovo\AppData\Local\Temp\tmpyiiiel23_cropped.png	bala                     	0.7847
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp4uyjz8l5_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp8vs8pisn_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmpa1g2e6ft_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpig7p2kqn_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpkqepb_tc_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmplh32f4uo_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpodu8kmh4_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpvc2fjv_t_cropped.png	deemed                   	0.9944
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2r94dgac_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmp78w8_tj4_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp82_8_npa_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmp_8x9nfzs_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmpe3gqn2ag_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpfzdh8uhh_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpi7tiibie_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmproai0qq7_cropped.png	university               	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0yca9m4w_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmp5rr6y0w2_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp62ln_1z__cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmp109h7mc4_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmp826ogaux_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpleg8ikmz_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmppw6mm37h_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpvj1vx_70_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmpxa6ywoqk_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpyql_8_sq_cropped.png	before                   	0.9949
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp95_z3q7v_cropped.png	detective                	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpcswlqojl_cropped.png	18811904                 	0.8344
C:\Users\Lenovo\AppData\Local\Temp\tmpisanf0sv_cropped.png	sherlock                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpj8dybk0j_cropped.png	consulting               	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpmlure16l_cropped.png	221b                     	0.9821
C:\Users\Lenovo\AppData\Local\Temp\tmpzxwtjyqz_cropped.png	holmes                   	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2lzhwwe5_cropped.png	road                     	0.9921
C:\Users\Lenovo\AppData\Local\Temp\tmp9po11p7u_cropped.png	sorganisation            	0.3533
C:\Users\Lenovo\AppData\Local\Temp\tmp_rzqvjip_cropped.png	753tf                    	0.9545
C:\Users\Lenovo\AppData\Local\Temp\tmp_uk7batu_cropped.png	gama                     	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpbigrv0za_cropped.png	51rcc                    	0.7868
C:\Users\Lenovo\AppData\Local\Temp\tmph311wzib_cropped.png	onthelandoflama          	0.6436
C:\Users\Lenovo\AppData\Local\Temp\tmprhe4eec6_cropped.png	border                   	0.9948
C:\Users\Lenovo\AppData\Local\Temp\tmpxcwf35ck_cropped.png	tbecome                  	0.9405
C:\Users\Lenovo\AppData\Local\Temp\tmpy4b18ot__cropped.png	don                      	0.9997
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1_06qs9s_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp2cqhq813_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp3c_kultd_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpb60ed23o_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpg14cbi1h_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpmmp2mawi_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpsbn8p5o__cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpu_2t_dqq_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpv47gomha_cropped.png	neo                      	0.9269
C:\Users\Lenovo\AppData\Local\Temp\tmpvmk2dm8a_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpwtzbarqx_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpz0c4v5iq_cropped.png	masalas                  	0.2834
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1ij6q8ju_cropped.png	training                 	0.7891
C:\Users\Lenovo\AppData\Local\Temp\tmp001zzzs8_cropped.png	major                    	0.5046
C:\Users\Lenovo\AppData\Local\Temp\tmp2f_o26u0_cropped.png	project                  	0.6544
C:\Users\Lenovo\AppData\Local\Temp\tmp2z7ngilk_cropped.png	are                      	0.9993
C:\Users\Lenovo\AppData\Local\Temp\tmp_cicofzm_cropped.png	you                      	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpa3qw3kxe_cropped.png	we                       	0.9912
C:\Users\Lenovo\AppData\Local\Temp\tmphbw9_lxo_cropped.png	off                      	0.9423
C:\Users\Lenovo\AppData\Local\Temp\tmpitjurfl1_cropped.png	thank                    	0.9981
C:\Users\Lenovo\AppData\Local\Temp\tmpo6wx2c7j_cropped.png	zurn                     	0.4766
C:\Users\Lenovo\AppData\Local\Temp\tmpup2t4_bv_cropped.png	puter                    	0.9983
C:\Users\Lenovo\AppData\Local\Temp\tmpvt3ts8rg_cropped.png	com                      	0.4900
C:\Users\Lenovo\AppData\Local\Temp\tmpwp1liy84_cropped.png	this                     	0.8516
C:\Users\Lenovo\AppData\Local\Temp\tmpyqk88_l4_cropped.png	please                   	0.9995
C:\Users\Lenovo\AppData\Local\Temp\tmpytb06x_j_cropped.png	models                   	0.7013
