--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
C:\Users\Lenovo\AppData\Local\Temp\tmpegjwhk6g_cropped.png	26                       	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpfo9tugpu_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpi8bu57a2_cropped.png	sector                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpih4cwxt9_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpirlmzt6y_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmplrdeq14n_cropped.png	fortheblind              	0.9234
C:\Users\Lenovo\AppData\Local\Temp\tmpmoo48drn_cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpr4eavoks_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmprzfqk07q_cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpu3cik4ho_cropped.png	society                  	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpyucx0vzz_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpze4cjg_r_cropped.png	2793958                  	0.9611
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3c4p_mg4_cropped.png	of                       	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp4cs3u4au_cropped.png	institute                	0.9654
C:\Users\Lenovo\AppData\Local\Temp\tmp7xgm5l_v_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp07xk5fr8_cropped.png	fortheblind              	0.9234
C:\Users\Lenovo\AppData\Local\Temp\tmp9m8f85jj_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_824p6nq_cropped.png	01722791154              	0.3131
C:\Users\Lenovo\AppData\Local\Temp\tmpcjxpzcgs_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpdcv46f4b_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpdttd5qep_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpe2ztap53_cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpeksn9778_cropped.png	26                       	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpjvig2d_h_cropped.png	society                  	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmplu19q8jg_cropped.png	phi                      	0.6304
C:\Users\Lenovo\AppData\Local\Temp\tmpmffhgp8r_cropped.png	2793958                  	0.9611
C:\Users\Lenovo\AppData\Local\Temp\tmpmrelup_4_cropped.png	chandigarh               	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpq74xzuf6_cropped.png	aegis                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpqty5n536_cropped.png	the                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpuybeqbiy_cropped.png	sector                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpvy76k2fq_cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpwczdqyvb_cropped.png	for                      	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmpxxewata7_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpz5o15zem_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpzpf3ea8v_cropped.png	care                     	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0x9l7sb2_cropped.png	for                      	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmp1o9vinp2_cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmp3xtj46x6_cropped.png	sector                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp6ug44m4__cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp8m1re_6p_cropped.png	26                       	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp80sxexp9_cropped.png	fortheblind              	0.9234
C:\Users\Lenovo\AppData\Local\Temp\tmpbx5m3y_b_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpc3xesvly_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpckf1_ond_cropped.png	society                  	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpd_m8fe2f_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpdm6lqlr5_cropped.png	the                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpia89pns6_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpjjklu_q__cropped.png	phi                      	0.6304
C:\Users\Lenovo\AppData\Local\Temp\tmpkca28oel_cropped.png	01722791154              	0.3131
C:\Users\Lenovo\AppData\Local\Temp\tmpkyra0ca2_cropped.png	2793958                  	0.9611
C:\Users\Lenovo\AppData\Local\Temp\tmpm7cys76o_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpnh9qe9w3_cropped.png	chandigarh               	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpotw3vw5y_cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmppiktb7c2_cropped.png	aegis                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmps2jqvtz6_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmptve4hisc_cropped.png	institute                	0.9654
C:\Users\Lenovo\AppData\Local\Temp\tmpy2mw2zve_cropped.png	care                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpz_0lz2x__cropped.png	of                       	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1ld6imec_cropped.png	26                       	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp6jl0yiqm_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp8cditc40_cropped.png	institute                	0.9654
C:\Users\Lenovo\AppData\Local\Temp\tmp11v4gfer_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp38pfk7kg_cropped.png	the                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmp49ehr50y_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp94eflmk1_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp756xlsx8_cropped.png	fortheblind              	0.9234
C:\Users\Lenovo\AppData\Local\Temp\tmpasc4z6gi_cropped.png	01722791154              	0.3131
C:\Users\Lenovo\AppData\Local\Temp\tmpcxbyklud_cropped.png	of                       	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpd23ydwww_cropped.png	phi                      	0.6304
C:\Users\Lenovo\AppData\Local\Temp\tmpegpne64l_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpeksyhfvs_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpjiwrty0z_cropped.png	care                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpk21nk3px_cropped.png	society                  	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpl6wvp_5s_cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpobvctjf__cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmprre0q54t_cropped.png	chandigarh               	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmps8xv5ax2_cropped.png	aegis                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmptlpzoknm_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpu3n1tm22_cropped.png	2793958                  	0.9611
C:\Users\Lenovo\AppData\Local\Temp\tmpyrmd8w_h_cropped.png	for                      	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmpz1sak8z9_cropped.png	sector                   	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3if_fy1u_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmp89h9mmti_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp703pqewf_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp951ng1z3_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp4424zrm4_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmpccjlgrns_cropped.png	neo                      	0.9269
C:\Users\Lenovo\AppData\Local\Temp\tmpfdlrjxhi_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmppk1j3fws_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpshsyi8op_cropped.png	maggi                    	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3z5zjew__cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp7fz6cyhn_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp52jgy_cf_cropped.png	care                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpabyxt4nq_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpai__4pzk_cropped.png	for                      	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmpgzw2yjyf_cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpij5bm00n_cropped.png	aegis                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpiz7hoi23_cropped.png	sector                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpjaxg9ou4_cropped.png	01722791154              	0.3131
C:\Users\Lenovo\AppData\Local\Temp\tmpky40fbyf_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmplbbvc4hy_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpo71a_ez4_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpqtzmchtu_cropped.png	chandigarh               	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpqx88ra0y_cropped.png	society                  	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpt6g8ox4r_cropped.png	of                       	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpt_thlq9v_cropped.png	2793958                  	0.9611
C:\Users\Lenovo\AppData\Local\Temp\tmpwlqi_2gw_cropped.png	the                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpx045sce3_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpys8vf7_p_cropped.png	the                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0hqm5aql_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmp4i3qqfdo_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp6xm94whg_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp_x6rgrv9_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpdn1iyu97_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpee8t013t_cropped.png	170gy                    	0.6346
C:\Users\Lenovo\AppData\Local\Temp\tmpjb79_qqq_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpoyo_91sr_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmppu3bz05g_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmps3e7c1jn_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpv6iyrcfw_cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpxxdw6c65_cropped.png	neo                      	0.9269
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp5sfk8o02_cropped.png	of                       	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmp75yivevj_cropped.png	under                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp__sh1sbr_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpa36eoyej_cropped.png	blind                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpcj3x5nmf_cropped.png	sector                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpgcjvtazw_cropped.png	phi                      	0.6304
C:\Users\Lenovo\AppData\Local\Temp\tmpgj5_dpfn_cropped.png	for                      	0.9969
C:\Users\Lenovo\AppData\Local\Temp\tmpi6xaajpu_cropped.png	society                  	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpii9_gj5y_cropped.png	of                       	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpln4qjdxr_cropped.png	2793958                  	0.9611
C:\Users\Lenovo\AppData\Local\Temp\tmpmbewhqpj_cropped.png	blind                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpmmek8j0a_cropped.png	the                      	0.9991
C:\Users\Lenovo\AppData\Local\Temp\tmpn2olha73_cropped.png	01722791154              	0.3131
C:\Users\Lenovo\AppData\Local\Temp\tmpnqad_byl_cropped.png	for                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmppoy3pdhx_cropped.png	chandigarh               	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpr81t7mbu_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmprlkqorb__cropped.png	aegis                    	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpsrnqpxsn_cropped.png	care                     	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpuqp4onqw_cropped.png	institute                	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpwp5fugs1_cropped.png	fortheblind              	0.9234
C:\Users\Lenovo\AppData\Local\Temp\tmpxuxztu7q_cropped.png	the                      	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp53pusthj_cropped.png	bay                      	0.9971
C:\Users\Lenovo\AppData\Local\Temp\tmp69gmwl_c_cropped.png	flavored                 	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpb0qgyk67_cropped.png	jays                     	0.5433
C:\Users\Lenovo\AppData\Local\Temp\tmpfibqq3y8_cropped.png	potato                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmprhzly01e_cropped.png	spice                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpvrqnd1eu_cropped.png	chesapeake               	0.9499
C:\Users\Lenovo\AppData\Local\Temp\tmpx_2di73o_cropped.png	chips                    	1.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2nrokg4q_cropped.png	indian                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp57x4tjgm_cropped.png	export                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpa9ecmgwg_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpd7zgd21y_cropped.png	neo                      	0.9269
C:\Users\Lenovo\AppData\Local\Temp\tmpfhjigmhn_cropped.png	masalas                  	0.2834
C:\Users\Lenovo\AppData\Local\Temp\tmphbcpxcyi_cropped.png	maggi                    	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpibgy0c8__cropped.png	good                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpjl6jb512_cropped.png	noodlesh                 	0.4091
C:\Users\Lenovo\AppData\Local\Temp\tmpq5ncsxbt_cropped.png	monute                   	0.1893
C:\Users\Lenovo\AppData\Local\Temp\tmpwqiwqk4p_cropped.png	authentic                	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpws8g0isp_cropped.png	simply                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpydddd_s__cropped.png	170gy                    	0.6346
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0vkfpv16_cropped.png	excel                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpbigjlxd5_cropped.png	explore                  	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpmww3guvm_cropped.png	innovate                 	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpxc4q4ji1_cropped.png	pec                      	0.9951
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3i7cvg4c_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmp5fsps3bl_cropped.png	engineering              	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmp_oeji3zc_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmpa0nbmrul_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpaxxrs6sf_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmpb4l9tpm6_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpkdlrgwbn_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpz4yrgap2_cropped.png	punjab                   	0.9963
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp5tbxd_ow_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmpexierzl7_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmpnh9oitcs_cropped.png	chandigarh               	0.9985
C:\Users\Lenovo\AppData\Local\Temp\tmpu_t6r21w_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpwdgwpfsd_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpx_xxctz5_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpxt9q2b9g_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpzynqxwgb_cropped.png	engineering              	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp2mr6r0ma_cropped.png	time                     	0.9906
C:\Users\Lenovo\AppData\Local\Temp\tmp3fjrgh2m_cropped.png	to                       	0.1098
C:\Users\Lenovo\AppData\Local\Temp\tmp3g2g2ndr_cropped.png	its                      	0.9945
C:\Users\Lenovo\AppData\Local\Temp\tmp6uvf7yzd_cropped.png	for                      	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmp036gbjwg_cropped.png	are                      	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpeobg07lp_cropped.png	you                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpg6a329ly_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpor6q4lmt_cropped.png	right                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpr6zggh_l_cropped.png	waiting                  	0.9836
C:\Users\Lenovo\AppData\Local\Temp\tmptb51apf0_cropped.png	in                       	0.0573
C:\Users\Lenovo\AppData\Local\Temp\tmputt6__9u_cropped.png	pf                       	0.4823
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3k9q8qbz_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmp8rig_d7h_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmp47_4oczt_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmp8356zrsi_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmpdxr7yl3w_cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmpitzkeolj_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmpkvwbl2mn_cropped.png	century                  	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpmgqg5fu2_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmpo2na90ev_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmpo81ccun3_cropped.png	may                      	0.9987
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp8xfa6pe6_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmp69ntmcsq_cropped.png	be                       	0.9482
C:\Users\Lenovo\AppData\Local\Temp\tmp_7l3n1np_cropped.png	deemed                   	0.9944
C:\Users\Lenovo\AppData\Local\Temp\tmpa41un4g6_cropped.png	college                  	0.8897
C:\Users\Lenovo\AppData\Local\Temp\tmpmsclypvj_cropped.png	punjab                   	0.9963
C:\Users\Lenovo\AppData\Local\Temp\tmpr99pwljh_cropped.png	chandigarh               	0.9883
C:\Users\Lenovo\AppData\Local\Temp\tmpv3s2j5_o_cropped.png	to                       	0.9672
C:\Users\Lenovo\AppData\Local\Temp\tmpzbjy4xwk_cropped.png	engineering              	0.9994
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp3jicysgg_cropped.png	be                       	0.9873
C:\Users\Lenovo\AppData\Local\Temp\tmp4rvawlti_cropped.png	deemed                   	0.9972
C:\Users\Lenovo\AppData\Local\Temp\tmp_nypnlx2_cropped.png	college                  	0.9415
C:\Users\Lenovo\AppData\Local\Temp\tmpa3xsczsv_cropped.png	university               	0.9996
C:\Users\Lenovo\AppData\Local\Temp\tmpfwob9kfb_cropped.png	to                       	0.9590
C:\Users\Lenovo\AppData\Local\Temp\tmpgre_9b7n_cropped.png	engineering              	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmps37bx4px_cropped.png	punjab                   	0.9990
C:\Users\Lenovo\AppData\Local\Temp\tmpv8k9mnld_cropped.png	chandigarh               	0.9985
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpav9obx0w_cropped.png	are                      	0.9994
C:\Users\Lenovo\AppData\Local\Temp\tmpdoll_z8g_cropped.png	waiting                  	0.9836
C:\Users\Lenovo\AppData\Local\Temp\tmpf9nzlv83_cropped.png	the                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpjehf5hgr_cropped.png	time                     	0.9906
C:\Users\Lenovo\AppData\Local\Temp\tmpjxud4t1s_cropped.png	to                       	0.1098
C:\Users\Lenovo\AppData\Local\Temp\tmpnmb_of6t_cropped.png	its                      	0.9945
C:\Users\Lenovo\AppData\Local\Temp\tmpr5g1a1ga_cropped.png	in                       	0.0573
C:\Users\Lenovo\AppData\Local\Temp\tmpsqr7vncd_cropped.png	right                    	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmpu8yf37vt_cropped.png	pf                       	0.4823
C:\Users\Lenovo\AppData\Local\Temp\tmpupgdclur_cropped.png	you                      	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpwjrfykpq_cropped.png	for                      	0.9999
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp1amcnt5m_cropped.png	well                     	0.5795
C:\Users\Lenovo\AppData\Local\Temp\tmp2x4m40z0_cropped.png	human                    	0.9980
C:\Users\Lenovo\AppData\Local\Temp\tmp3bcrmbop_cropped.png	extint                   	0.9708
C:\Users\Lenovo\AppData\Local\Temp\tmp4gc4a1va_cropped.png	before                   	0.9949
C:\Users\Lenovo\AppData\Local\Temp\tmp4t6rjxqk_cropped.png	may                      	0.9987
C:\Users\Lenovo\AppData\Local\Temp\tmpe6oe0xj7_cropped.png	become                   	0.9997
C:\Users\Lenovo\AppData\Local\Temp\tmpk21z1742_cropped.png	the                      	0.9986
C:\Users\Lenovo\AppData\Local\Temp\tmpou9i1rs3_cropped.png	the                      	0.9924
C:\Users\Lenovo\AppData\Local\Temp\tmpr9x216k2_cropped.png	race                     	0.9803
C:\Users\Lenovo\AppData\Local\Temp\tmpsp1ucucx_cropped.png	century                  	0.9996
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmpk40yjizl_cropped.png	adidas                   	0.9998
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
C:\Users\Lenovo\AppData\Local\Temp\tmp0qiwsjrm_cropped.png	paste4100g               	0.4686
C:\Users\Lenovo\AppData\Local\Temp\tmp5ubtsnwi_cropped.png	dental                   	0.9993
C:\Users\Lenovo\AppData\Local\Temp\tmp931dofpv_cropped.png	200g                     	0.9724
C:\Users\Lenovo\AppData\Local\Temp\tmp_kgxv2aq_cropped.png	pastetfree               	0.7673
C:\Users\Lenovo\AppData\Local\Temp\tmpa3rob_jr_cropped.png	survedic                 	0.3515
C:\Users\Lenovo\AppData\Local\Temp\tmpalbi1a3w_cropped.png	family                   	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpase3atpq_cropped.png	red                      	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmpb219m_ty_cropped.png	clinically               	0.9959
C:\Users\Lenovo\AppData\Local\Temp\tmpd5j7jx91_cropped.png	protection               	0.9200
C:\Users\Lenovo\AppData\Local\Temp\tmpdmocwx2i_cropped.png	pastactoon               	0.0158
C:\Users\Lenovo\AppData\Local\Temp\tmpfpoth2m1_cropped.png	2000                     	0.9315
C:\Users\Lenovo\AppData\Local\Temp\tmpgu37o35w_cropped.png	daburi                   	0.5156
C:\Users\Lenovo\AppData\Local\Temp\tmphs31grb0_cropped.png	pasiefortelinagums       	0.0491
C:\Users\Lenovo\AppData\Local\Temp\tmpiawwc0p0_cropped.png	roothbru                 	0.5743
C:\Users\Lenovo\AppData\Local\Temp\tmpkhcwmy2o_cropped.png	217                      	0.4053
C:\Users\Lenovo\AppData\Local\Temp\tmpklq606eq_cropped.png	dabut                    	0.0825
C:\Users\Lenovo\AppData\Local\Temp\tmpl2kh_bbv_cropped.png	fights                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmplv1pcluk_cropped.png	pack                     	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmpmul_deyq_cropped.png	proven                   	0.9999
C:\Users\Lenovo\AppData\Local\Temp\tmppi4dc_7f_cropped.png	value                    	1.0000
C:\Users\Lenovo\AppData\Local\Temp\tmppk3tsapo_cropped.png	worth                    	0.9998
C:\Users\Lenovo\AppData\Local\Temp\tmppxzug2mz_cropped.png	toothbrush               	0.9996
